t vsx vsy Ekin Epot T 
3.15 1.110223025e-16 -5.447031715e-16 19.26542363 -6.520076395 1.284361576
3.16 8.326672685e-17 -5.204170428e-16 19.79702195 -7.057542221 1.319801463
3.17 8.326672685e-17 -5.464378949e-16 20.23861076 -7.49925966 1.349240718
3.18 1.249000903e-16 -5.160802341e-16 20.55008764 -7.807611635 1.370005843
3.19 8.326672685e-17 -5.26488575e-16 20.73144532 -7.987578727 1.382096354
3.2 6.938893904e-17 -5.069729359e-16 20.79456569 -8.050844685 1.386304379
3.21 8.326672685e-17 -5.451368523e-16 20.7503105 -8.007101631 1.383354033
3.22 6.938893904e-17 -5.260548941e-16 20.60981395 -7.865656454 1.373987596
3.23 5.551115123e-17 -5.29524341e-16 20.39554059 -7.648805105 1.359702706
3.24 4.163336342e-17 -4.852888924e-16 20.15513031 -7.403648477 1.343675354
3.25 5.551115123e-17 -5.004677228e-16 19.96471255 -7.207680328 1.330980837
3.26 4.163336342e-17 -4.961309141e-16 19.90643686 -7.14535464 1.327095791
3.27 2.775557562e-17 -5.169475958e-16 20.02413681 -7.2649497 1.334942454
3.28 4.163336342e-17 -4.969982759e-16 20.29203691 -7.53968054 1.35280246
3.29 1.387778781e-17 -4.805184028e-16 20.62737354 -7.88066223 1.375158236
3.3 2.775557562e-17 -4.822531263e-16 20.93259013 -8.191008781 1.395506009
3.31 1.387778781e-17 -4.909267437e-16 21.12975765 -8.391291125 1.40865051
