t vsx vsy Ekin Epot T 
1.9 -2.602085214e-17 8.847089727e-17 2.618083101 -4.706033788 0.1745388734
1.91 -4.857225733e-17 9.020562075e-17 3.173700935 -5.272119325 0.2115800623
1.92 -5.551115123e-17 8.153200337e-17 3.805523245 -5.911754605 0.2537015497
1.93 -3.469446952e-17 7.632783294e-17 4.380160908 -6.490384131 0.2920107272
1.94 -4.857225733e-17 7.979727989e-17 4.828349937 -6.937981674 0.3218899958
1.95 -3.469446952e-17 7.979727989e-17 5.136045863 -7.241477684 0.3424030576
1.96 -4.163336342e-17 7.632783294e-17 5.319334797 -7.422251225 0.3546223198
1.97 -4.857225733e-17 8.326672685e-17 5.403857633 -7.504685372 0.3602571755
1.98 -7.632783294e-17 6.591949209e-17 5.413370976 -7.511812689 0.3608913984
1.99 -4.857225733e-17 7.979727989e-17 5.364836089 -7.462595826 0.3576557393
2 -6.245004514e-17 7.285838599e-17 5.267005938 -7.363806263 0.3511337292
2.01 -8.326672685e-17 6.245004514e-17 5.120697026 -7.218099482 0.3413798017
2.02 -9.714451465e-17 6.938893904e-17 4.920497635 -7.018842073 0.3280331757
2.03 -9.714451465e-17 5.898059818e-17 4.658980003 -6.758055165 0.3105986669
2.04 -1.179611964e-16 5.898059818e-17 4.335177821 -6.433820951 0.2890118547
2.05 -1.040834086e-16 6.591949209e-17 3.967771371 -6.063763304 0.2645180914
2.06 -1.006139616e-16 6.591949209e-17 3.607336556 -5.698367379 0.2404891037
2.07 -8.67361738e-17 6.245004514e-17 3.332906918 -5.418783932 0.2221937945
2.08 -1.006139616e-16 6.938893904e-17 3.21994097 -5.303992812 0.2146627313
2.09 -9.36750677e-17 7.632783294e-17 3.294149723 -5.381187033 0.2196099815
2.1 -7.285838599e-17 8.326672685e-17 3.513049015 -5.605559235 0.2342032677
2.11 -9.714451465e-17 8.67361738e-17 3.795125633 -5.892134724 0.2530083755
2.12 -8.326672685e-17 7.459310947e-17 4.066281349 -6.164274635 0.2710854233
2.13 -8.67361738e-17 8.326672685e-17 4.285156067 -6.383006746 0.2856770711
2.14 -7.979727989e-17 7.459310947e-17 4.441484551 -6.538150936 0.2960989701
2.15 -7.632783294e-17 7.285838599e-17 4.543025425 -6.638278937 0.3028683617
2.16 -5.204170428e-17 9.36750677e-17 4.603872261 -6.697885455 0.3069248174
2.17 -7.979727989e-17 6.938893904e-17 4.637901394 -6.730968552 0.3091934262
2.18 -8.67361738e-17 7.285838599e-17 4.656250777 -6.748655685 0.3104167185
2.19 -7.285838599e-17 7.979727989e-17 4.66694129 -6.760870366 0.3111294193
2.2 -6.418476861e-17 6.938893904e-17 4.675301959 -6.767999852 0.3116867973
2.21 -5.551115123e-17 8.500145032e-17 4.684578427 -6.778111342 0.3123052285
2.22 -7.112366252e-17 5.898059818e-17 4.696529856 -6.790008956 0.3131019904
2.23 -5.898059818e-17 7.632783294e-17 4.711924155 -6.805403413 0.314128277
2.24 -4.683753385e-17 5.724587471e-17 4.730935056 -6.82444272 0.3153956704
2.25 -2.428612866e-17 6.245004514e-17 4.753485096 -6.847026848 0.3168990064
2.26 -4.163336342e-17 5.724587471e-17 4.779559233 -6.873122738 0.3186372822
2.27 -4.163336342e-17 5.724587471e-17 4.809456131 -6.90302135 0.3206304087
2.28 -5.204170428e-17 6.938893904e-17 4.84389116 -6.937451329 0.3229260773
2.29 -6.938893904e-17 6.591949209e-17 4.883802431 -6.977398812 0.3255868287
2.3 -6.591949209e-17 6.938893904e-17 4.929680126 -7.023447881 0.3286453418
2.31 -3.816391647e-17 6.505213035e-17 4.980295665 -7.074508131 0.332019711
2.32 -6.591949209e-17 4.597017211e-17 5.030922599 -7.127958242 0.3353948399
2.33 -5.898059818e-17 4.076600169e-17 5.07144078 -7.169886464 0.338096052
2.34 -4.510281038e-17 7.979727989e-17 5.085432828 -7.185762225 0.3390288552
2.35 -4.857225733e-17 8.153200337e-17 5.052077347 -7.154340138 0.3368051565
2.36 -7.285838599e-17 6.765421556e-17 4.95335591 -7.056614778 0.3302237273
2.37 -3.122502257e-17 7.459310947e-17 4.788642161 -6.890512939 0.3192428107
2.38 -5.551115123e-17 5.464378949e-17 4.593230125 -6.690456047 0.3062153416
2.39 -5.551115123e-17 6.85215773e-17 4.445026815 -6.535976166 0.296335121
2.4 -7.285838599e-17 5.898059818e-17 4.436805105 -6.524244905 0.295787007
2.41 -5.898059818e-17 5.464378949e-17 4.617403899 -6.708260185 0.3078269266
2.42 -7.632783294e-17 5.551115123e-17 4.952362384 -7.049711017 0.3301574923
2.43 -7.632783294e-17 4.250072516e-17 5.347493818 -7.450795237 0.3564995879
2.44 -6.245004514e-17 3.035766083e-17 5.708670665 -7.814833601 0.3805780443
2.45 -3.469446952e-17 2.862293735e-17 5.981007605 -8.087227744 0.3987338403
2.46 -6.245004514e-17 2.428612866e-17 6.151021209 -8.255778395 0.4100680806
2.47 -4.857225733e-17 3.816391647e-17 6.231422371 -8.333177509 0.4154281581
2.48 -4.857225733e-17 2.51534904e-17 6.247258025 -8.346843929 0.4164838683
2.49 -5.551115123e-17 2.428612866e-17 6.228424292 -8.326847614 0.4152282861
2.5 -6.245004514e-17 2.081668171e-17 6.205678918 -8.302220061 0.4137119278
2.51 -3.469446952e-17 3.122502257e-17 6.206391008 -8.300692132 0.4137594006
2.52 -2.775557562e-17 5.724587471e-17 6.248869594 -8.342886669 0.4165913062
2.53 -4.163336342e-17 4.943961907e-17 6.337324975 -8.432121245 0.4224883316
2.54 -4.163336342e-17 4.163336342e-17 6.460673337 -8.557044895 0.4307115558
2.55 -6.245004514e-17 3.6429193e-17 6.596255759 -8.695528821 0.4397503839
2.56 -5.551115123e-17 3.816391647e-17 6.716339797 -8.817479744 0.4477559865
2.57 -2.775557562e-17 4.163336342e-17 6.79425558 -8.897939588 0.452950372
2.58 -2.775557562e-17 3.07913417e-17 6.808729925 -8.914482848 0.4539153284
2.59 -3.469446952e-17 4.683753385e-17 6.747279897 -8.853387946 0.4498186598
2.6 -4.857225733e-17 3.295974604e-17 6.610303068 -8.715670663 0.4406868712
2.61 -2.775557562e-17 5.464378949e-17 6.415564244 -8.517925192 0.4277042829
2.62 -3.469446952e-17 3.989863995e-17 6.199571629 -8.299971535 0.4133047753
2.63 -4.857225733e-17 3.903127821e-17 6.01093005 -8.108514591 0.40072867
2.64 -4.857225733e-17 5.551115123e-17 5.894812162 -7.99090028 0.3929874774
2.65 -4.163336342e-17 7.068998165e-17 5.876190801 -7.972588944 0.3917460534
2.66 -6.938893904e-17 5.334274689e-17 5.952420058 -8.050549069 0.3968280039
2.67 -5.551115123e-17 4.770489559e-17 6.097826755 -8.198362993 0.4065217837
2.68 -4.857225733e-17 3.946495908e-17 6.27456055 -8.377449135 0.4183040367
2.69 -3.469446952e-17 6.15826834e-17 6.444309843 -8.548830955 0.4296206562
2.7 -4.163336342e-17 4.076600169e-17 6.578870278 -8.683826164 0.4385913518
2.71 -5.551115123e-17 4.119968255e-17 6.667508415 -8.769678324 0.444500561
2.72 -4.163336342e-17 4.683753385e-17 6.718345711 -8.818788648 0.4478897141
2.73 -2.775557562e-17 4.076600169e-17 6.752990155 -8.851512421 0.4501993437
2.74 -5.898059818e-17 3.382710778e-17 6.796677906 -8.893788337 0.4531118604
2.75 -6.245004514e-17 4.683753385e-17 6.868086412 -8.963753826 0.4578724274
2.76 -6.938893904e-17 4.33680869e-17 6.97282868 -9.069004458 0.4648552453
2.77 -5.377642776e-17 3.469446952e-17 7.10254821 -9.199917276 0.473503214
2.78 -5.898059818e-17 1.908195824e-17 7.238920328 -9.336737845 0.4825946885
2.79 -7.112366252e-17 6.938893904e-18 7.360261515 -9.460237305 0.490684101
2.8 -7.979727989e-17 1.734723476e-17 7.448477254 -9.549018603 0.4965651503
2.81 -1.144917494e-16 0 7.494829748 -9.595073459 0.4996553165
2.82 -7.285838599e-17 1.040834086e-17 7.503570104 -9.601637316 0.500238007
2.83 -8.67361738e-17 2.081668171e-17 7.492308652 -9.58753443 0.4994872435
2.84 -7.979727989e-17 2.255140519e-17 7.487805235 -9.581108123 0.4991870156
2.85 -4.510281038e-17 1.040834086e-17 7.517001074 -9.609092374 0.5011334049
2.86 -7.979727989e-17 2.081668171e-17 7.5963206 -9.68741735 0.5064213733
2.87 -8.326672685e-17 2.602085214e-17 7.725088942 -9.818201764 0.5150059294
2.88 -5.898059818e-17 3.295974604e-17 7.887171895 -9.981776642 0.5258114597
2.89 -1.075528555e-16 3.469446952e-18 8.059141896 -10.15410886 0.5372761264
2.9 -3.816391647e-17 0 8.219038276 -10.31489447 0.5479358851
2.91 -4.163336342e-17 1.561251128e-17 8.351188414 -10.44751146 0.5567458943
2.92 -4.163336342e-17 2.428612866e-17 8.446607294 -10.54315059 0.5631071529
2.93 -1.040834086e-17 3.989863995e-17 8.501028702 -10.59770424 0.5667352468
2.94 -1.040834086e-17 8.67361738e-18 8.512917058 -10.61066979 0.5675278039
2.95 -2.775557562e-17 2.602085214e-17 8.482754714 -10.580517 0.565516981
2.96 -4.33680869e-17 3.295974604e-17 8.413731854 -10.51230402 0.560915457
2.97 -5.898059818e-17 2.255140519e-17 8.312641179 -10.41093626 0.5541760786
2.98 -2.602085214e-17 2.428612866e-17 8.188617521 -10.28691711 0.5459078347
2.99 -4.33680869e-17 5.204170428e-18 8.047719845 -10.14697525 0.5365146563
3 -3.122502257e-17 1.908195824e-17 7.88517645 -9.985599513 0.52567843
3.01 -8.933825901e-17 1.040834086e-17 7.684811864 -9.785407596 0.512320791
3.02 -9.020562075e-17 3.469446952e-18 7.438489769 -9.538234096 0.4958993179
3.03 -4.813857646e-17 -8.67361738e-18 7.184744279 -9.278267821 0.4789829519
3.04 -6.85215773e-17 0 7.030036118 -9.11508195 0.4686690746
3.05 -3.903127821e-17 -5.204170428e-18 7.096234016 -9.178324276 0.4730822677
3.06 -6.895525817e-17 -6.938893904e-18 7.40898361 -9.498805939 0.4939322406
3.07 -7.697835425e-17 3.469446952e-18 7.848398282 -9.952292158 0.5232265522
3.08 -5.898059818e-17 6.938893904e-18 8.2259869 -10.33945343 0.5483991267
3.09 -4.943961907e-17 1.994931997e-17 8.394001802 -10.50993777 0.5596001201
3.1 -7.459310947e-17 5.204170428e-18 8.298184375 -10.41217922 0.5532122917
3.11 -8.326672685e-17 4.076600169e-17 7.991058764 -10.09494251 0.5327372509
3.12 -6.418476861e-17 2.341876693e-17 7.633704919 -9.723343023 0.5089136613
3.13 -4.857225733e-17 3.989863995e-17 7.446066857 -9.526900315 0.4964044571
3.14 -7.112366252e-17 3.729655473e-17 7.573587855 -9.657123439 0.504905857
3.15 -5.724587471e-17 3.903127821e-17 7.977807767 -10.07313527 0.5318538511
3.16 -4.857225733e-17 5.551115123e-17 8.48745911 -10.59238472 0.5658306073
3.17 -5.03069808e-17 7.285838599e-17 8.941572295 -11.0493154 0.5961048197
3.18 -4.33680869e-17 6.245004514e-17 9.265988834 -11.37189533 0.617732589
3.19 -2.081668171e-17 5.984795992e-17 9.459207167 -11.56174987 0.6306138111
3.2 -3.816391647e-17 6.331740687e-17 9.551931411 -11.65130038 0.6367954274
3.21 -4.857225733e-17 5.724587471e-17 9.579897168 -11.67681696 0.6386598112
3.22 -5.551115123e-17 6.938893904e-17 9.572974112 -11.66818655 0.6381982742
3.23 -4.163336342e-17 5.377642776e-17 9.552819506 -11.64695514 0.6368546337
3.24 -5.551115123e-17 6.331740687e-17 9.533366858 -11.62695447 0.6355577905
