# n      x1       x2       g1      g2

1130  0.152979  0.0237139  1.71303  -0.0622514
1131  0.153171  0.0236936  1.70783  -0.04645
1132  0.153362  0.0236734  1.70263  -0.0306965
1133  0.153553  0.0236533  1.69744  -0.0149895
1134  0.153742  0.0236334  1.69225  0.000672339
1135  0.153932  0.0236136  1.68706  0.0162904
1136  0.154121  0.0235939  1.68187  0.0318661
1137  0.154309  0.0235743  1.67669  0.0474007
1138  0.154497  0.0235549  1.67151  0.0628957
1139  0.154685  0.0235356  1.66633  0.0783524
1140  0.154872  0.0235164  1.66115  0.0937722
1141  0.155059  0.0234974  1.65597  0.109156
1142  0.155245  0.0234785  1.65079  0.124507
1143  0.155431  0.0234597  1.64561  0.139824
1144  0.155617  0.0234411  1.64043  0.15511
1145  0.155803  0.0234226  1.63525  0.170367
1146  0.155988  0.0234043  1.63006  0.185594
1147  0.156173  0.0233861  1.62487  0.200795
1148  0.156358  0.0233681  1.61968  0.21597
1149  0.156543  0.0233502  1.61449  0.231121
1150  0.156728  0.0233325  1.60929  0.246249
1151  0.156913  0.0233149  1.60409  0.261356
1152  0.157098  0.0232975  1.59888  0.276443
1153  0.157283  0.0232802  1.59367  0.291511
1154  0.157467  0.0232631  1.58846  0.306562
1155  0.157652  0.0232462  1.58323  0.321598
1156  0.157837  0.0232294  1.578  0.33662
1157  0.158022  0.0232128  1.57276  0.351629
1158  0.158207  0.0231964  1.56752  0.366628
1159  0.158393  0.0231802  1.56226  0.381616
1160  0.158578  0.0231641  1.557  0.396597
1161  0.158764  0.0231482  1.55172  0.411571
1162  0.15895  0.0231325  1.54644  0.42654
1163  0.159137  0.0231169  1.54114  0.441505
1164  0.159323  0.0231016  1.53584  0.456469
1165  0.15951  0.0230864  1.53052  0.471432
1166  0.159698  0.0230714  1.52519  0.486396
1167  0.159886  0.0230566  1.51984  0.501363
1168  0.160074  0.0230421  1.51448  0.516334
1169  0.160263  0.0230277  1.50911  0.531312
1170  0.160452  0.0230135  1.50372  0.546296
1171  0.160642  0.0229995  1.49832  0.56129
1172  0.160833  0.0229857  1.4929  0.576295
1173  0.161024  0.0229721  1.48746  0.591312
1174  0.161216  0.0229588  1.482  0.606343
1175  0.161408  0.0229456  1.47652  0.621389
1176  0.161601  0.0229327  1.47103  0.636454
1177  0.161795  0.02292  1.46551  0.651537
1178  0.16199  0.0229076  1.45998  0.666641
1179  0.162186  0.0228953  1.45442  0.681768
1180  0.162382  0.0228833  1.44884  0.696919
1181  0.162579  0.0228716  1.44323  0.712097
1182  0.162778  0.02286  1.4376  0.727302
1183  0.162977  0.0228487  1.43195  0.742537
1184  0.163177  0.0228377  1.42627  0.757804
1185  0.163378  0.0228269  1.42056  0.773104
1186  0.163581  0.0228164  1.41483  0.78844
1187  0.163784  0.0228062  1.40906  0.803813
1188  0.163989  0.0227962  1.40327  0.819225
1189  0.164195  0.0227865  1.39745  0.834678
1190  0.164402  0.022777  1.39159  0.850175
1191  0.16461  0.0227679  1.3857  0.865717
1192  0.16482  0.022759  1.37978  0.881306
1193  0.165031  0.0227504  1.37383  0.896944
1194  0.165243  0.0227422  1.36783  0.912634
1195  0.165457  0.0227342  1.36181  0.928378
1196  0.165673  0.0227265  1.35574  0.944177
1197  0.16589  0.0227192  1.34964  0.960035
1198  0.166108  0.0227121  1.34349  0.975953
1199  0.166328  0.0227054  1.3373  0.991933
1200  0.16655  0.022699  1.33108  1.00798
1201  0.166774  0.022693  1.3248  1.02409
1202  0.166999  0.0226873  1.31849  1.04027
1203  0.167226  0.022682  1.31212  1.05653
1204  0.167455  0.022677  1.30571  1.07286
1205  0.167686  0.0226724  1.29925  1.08927
1206  0.16792  0.0226682  1.29274  1.10575
1207  0.168155  0.0226644  1.28618  1.12232
1208  0.168392  0.0226609  1.27956  1.13898
1209  0.168631  0.0226579  1.27289  1.15572
1210  0.168873  0.0226552  1.26616  1.17256
1211  0.169117  0.022653  1.25938  1.18949
1212  0.169363  0.0226512  1.25253  1.20651
1213  0.169611  0.0226498  1.24562  1.22364
1214  0.169862  0.0226489  1.23865  1.24087
1215  0.170116  0.0226484  1.23162  1.2582
1216  0.170372  0.0226484  1.22452  1.27565
1217  0.170631  0.0226489  1.21735  1.29321
1218  0.170893  0.0226499  1.21011  1.31088
1219  0.171157  0.0226513  1.20279  1.32868
1220  0.171424  0.0226533  1.1954  1.3466
1221  0.171695  0.0226558  1.18794  1.36465
1222  0.171968  0.0226588  1.18039  1.38283
1223  0.172244  0.0226624  1.17276  1.40115
1224  0.172524  0.0226665  1.16505  1.4196
1225  0.172807  0.0226712  1.15726  1.4382
1226  0.173093  0.0226765  1.14937  1.45695
1227  0.173383  0.0226823  1.14139  1.47585
1228  0.173676  0.0226888  1.13332  1.49491
1229  0.173973  0.0226959  1.12515  1.51413
1230  0.174274  0.0227037  1.11688  1.53352
1231  0.174578  0.0227121  1.10851  1.55308
1232  0.174887  0.0227212  1.10003  1.57282
1233  0.175199  0.022731  1.09144  1.59274
1234  0.175516  0.0227415  1.08274  1.61285
1235  0.175837  0.0227527  1.07392  1.63316
1236  0.176162  0.0227647  1.06498  1.65367
1237  0.176492  0.0227774  1.05592  1.67438
1238  0.176826  0.022791  1.04673  1.69531
1239  0.177165  0.0228053  1.0374  1.71646
1240  0.17751  0.0228205  1.02795  1.73783
1241  0.177859  0.0228365  1.01835  1.75944
1242  0.178213  0.0228534  1.0086  1.7813
1243  0.178573  0.0228712  0.998708  1.8034
1244  0.178938  0.0228899  0.988659  1.82576
1245  0.179308  0.0229096  0.978449  1.84839
1246  0.179685  0.0229302  0.968073  1.87129
1247  0.180067  0.0229519  0.957526  1.89448
1248  0.180456  0.0229746  0.946802  1.91796
1249  0.180851  0.0229983  0.935893  1.94175
1250  0.181252  0.0230232  0.924794  1.96585
1251  0.18166  0.0230491  0.913498  1.99028
1252  0.182075  0.0230763  0.901998  2.01504
1253  0.182498  0.0231046  0.890285  2.04016
1254  0.182927  0.0231341  0.878353  2.06563
1255  0.183364  0.0231649  0.866193  2.09148
1256  0.183809  0.0231971  0.853796  2.11772
1257  0.184262  0.0232305  0.841154  2.14437
1258  0.184723  0.0232654  0.828255  2.17143
1259  0.185193  0.0233017  0.815091  2.19893
1260  0.185671  0.0233394  0.80165  2.22687
1261  0.186159  0.0233788  0.787922  2.25529
1262  0.186656  0.0234196  0.773894  2.28419
1263  0.187163  0.0234622  0.759554  2.3136
1264  0.187681  0.0235064  0.744888  2.34354
1265  0.188209  0.0235523  0.729883  2.37403
1266  0.188747  0.0236001  0.714523  2.40509
1267  0.189297  0.0236497  0.698793  2.43674
1268  0.189859  0.0237013  0.682676  2.46902
1269  0.190433  0.0237549  0.666155  2.50194
1270  0.191019  0.0238106  0.649209  2.53555
1271  0.191619  0.0238684  0.63182  2.56986
1272  0.192232  0.0239285  0.613965  2.60491
1273  0.192859  0.0239909  0.595622  2.64074
1274  0.193501  0.0240558  0.576766  2.67738
1275  0.194159  0.0241232  0.557371  2.71488
1276  0.194832  0.0241932  0.53741  2.75326
1277  0.195522  0.024266  0.516851  2.79259
1278  0.19623  0.0243416  0.495664  2.8329
1279  0.196955  0.0244202  0.473812  2.87425
1280  0.1977  0.0245019  0.45126  2.91669
1281  0.198465  0.0245868  0.427966  2.96029
1282  0.19925  0.0246752  0.403888  3.0051
1283  0.200058  0.0247671  0.378978  3.05119
1284  0.200888  0.0248627  0.353186  3.09864
1285  0.201742  0.0249623  0.326456  3.14753
1286  0.202622  0.025066  0.298729  3.19794
1287  0.203528  0.025174  0.269939  3.24997
1288  0.204463  0.0252865  0.240016  3.30372
1289  0.205427  0.0254039  0.20888  3.3593
1290  0.206423  0.0255263  0.176447  3.41683
1291  0.207452  0.0256541  0.142623  3.47644
1292  0.208516  0.0257875  0.107305  3.53829
1293  0.209618  0.0259269  0.0703784  3.60252
1294  0.210759  0.0260727  0.0317171  3.66931
1295  0.211943  0.0262253  -0.00881893  3.73887
1296  0.213171  0.0263851  -0.0513856  3.81139
1297  0.214449  0.0265526  -0.0961571  3.88712
1298  0.215778  0.0267284  -0.143328  3.96632
1299  0.217162  0.026913  -0.193119  4.0493
1300  0.218607  0.0271071  -0.245777  4.13637
1301  0.220116  0.0273114  -0.301582  4.22792
1302  0.221695  0.0275268  -0.360854  4.32436
1303  0.223349  0.0277541  -0.423958  4.42618
1304  0.225087  0.0279944  -0.491313  4.53392
1305  0.226914  0.028249  -0.563404  4.6482
1306  0.22884  0.028519  -0.640791  4.76975
1307  0.230874  0.028806  -0.724133  4.8994
1308  0.233029  0.0291119  -0.814201  5.03811
1309  0.235316  0.0294385  -0.911911  5.18703
1310  0.237752  0.0297882  -1.01835  5.34751
1311  0.240353  0.0301639  -1.13485  5.52114
1312  0.243142  0.0305687  -1.26299  5.70985
1313  0.246143  0.0310066  -1.40474  5.91599
1314  0.249388  0.0314822  -1.56255  6.1424
1315  0.252912  0.0320012  -1.73949  6.39266
1316  0.256762  0.0325707  -1.93948  6.67125
1317  0.260996  0.0331994  -2.16762  6.98387
1318  0.265685  0.0338986  -2.43066  7.33798
1319  0.270924  0.0346826  -2.73772  7.74344
1320  0.276837  0.0355705  -3.10148  8.21367
1321  0.283593  0.0365883  -3.54005  8.76739
1322  0.291428  0.0377719  -4.08025  9.43163
1323  0.30068  0.0391736  -4.76364  10.247
1324  0.311867  0.0408722  -5.65816  11.2777
1325  0.325811  0.0429943  -6.8829  12.6318
1326  0.343935  0.0457573  -8.66674  14.5067
1327  0.36894  0.0495754  -11.5094  17.3082
1328  0.406768  0.0553587  -16.7281  22.0203
1329  0.473719  0.0656033  -29.0394  31.7612
1330  0.635854  0.0904263  -79.1057  62.7768
1331  1.52864  0.227141  -1290.99  421.922
1332  163.012  24.9557  -1.73106e+09  5.30959e+06
1333  2.6232e+14  4.017e+13  -0  -0
1333  2.6232e+14  4.017e+13  -0  -0
